,year,rating,vote,runtime,kind_N,genre_N,country_N,language_N,director_N
575,1996.0,5.0,None,92.0,1,2,6,6,9
576,1982.0,5.8,None,55.0,3,2,8,1,10
577,2003.0,2.7,Few,85.0,1,8,8,1,9
578,1999.0,5.6,Few,101.0,1,4,0,1,9
580,1998.0,7.7,Many,93.0,1,7,4,4,9
581,2000.0,6.4,Few,99.0,2,2,6,6,10
583,2000.0,7.5,Few,105.0,0,5,7,1,9
584,2002.0,8.4,None,91.0,7,6,8,1,9
585,2003.0,7.2,Several,88.0,3,3,8,1,9
586,1958.0,7.8,Many,254.0,1,4,2,2,9
587,2002.0,7.1,None,100.0,3,3,7,1,9
588,2003.0,3.1,None,90.0,3,7,8,1,9
589,2002.0,6.1,None,103.0,3,7,8,1,9
591,1998.0,6.1,Many,90.0,1,6,7,1,9
592,1993.0,7.6,Many,90.0,1,7,9,1,9
593,1994.0,5.6,Several,84.0,1,0,7,1,9
594,2002.0,5.7,Many,195.0,1,0,9,1,9
595,1997.0,6.6,None,116.0,1,5,9,9,9
596,2002.0,6.0,Several,30.0,1,7,9,1,9
597,1999.0,5.6,Many,138.0,1,5,8,1,9
598,2005.0,6.2,Several,88.0,1,7,7,1,9
599,1998.0,5.7,None,96.0,1,5,3,0,9
601,1983.0,6.2,Few,78.0,1,3,9,3,9
602,2003.0,7.8,None,85.0,7,2,8,1,9
603,2004.0,8.0,None,24.0,3,6,8,1,9
605,2002.0,7.3,Several,142.0,3,7,8,1,9
606,1998.0,5.1,Few,53.0,3,5,9,1,9
607,2003.0,7.8,Few,92.0,4,2,6,6,10
608,2001.0,8.3,None,72.0,0,6,8,1,10
609,1999.0,5.4,None,97.0,3,7,8,1,9
610,2001.0,7.1,Few,133.0,7,9,8,1,9
611,1999.0,4.2,Several,24.0,1,1,0,1,9
612,1985.0,7.5,Few,291.0,4,7,7,1,10
613,1962.0,7.9,Many,101.0,1,4,2,2,9
615,2001.0,5.9,None,106.0,1,7,8,1,9
616,1998.0,7.7,Few,60.0,1,6,8,1,9
617,2003.0,3.8,None,140.0,7,6,9,1,9
619,2000.0,6.5,None,60.0,1,6,8,1,9
620,2003.0,5.9,None,58.0,7,4,8,1,10
621,1998.0,6.2,Few,80.0,3,5,8,1,9
622,1939.0,7.4,None,94.0,1,6,8,1,9
623,1982.0,8.2,None,117.0,3,4,8,1,9
624,1999.0,3.5,Several,97.0,7,8,8,1,9
625,2003.0,8.6,None,24.0,0,7,9,9,9
626,1993.0,8.7,None,385.0,7,9,8,1,10
627,2000.0,8.8,None,55.0,1,10,6,6,10
628,2005.0,5.7,Few,90.0,7,2,6,6,9
629,1997.0,7.9,Several,83.0,1,6,8,1,9
631,1998.0,6.9,Few,90.0,2,2,6,6,10
632,1996.0,5.6,Few,128.0,1,0,9,9,9
633,1996.0,7.5,None,95.0,7,9,8,1,9
634,2004.0,4.4,None,109.0,7,8,8,1,9
635,2003.0,4.7,Several,51.0,7,0,1,1,9
637,2002.0,6.7,None,62.0,4,2,6,6,10
638,2004.0,7.2,None,40.0,3,4,8,1,9
639,1982.0,6.2,Several,62.0,1,4,7,1,9
640,2001.0,6.3,Few,89.0,1,5,6,6,9
641,2001.0,6.6,Few,91.0,3,3,8,1,9
642,1999.0,6.7,None,95.0,7,1,8,1,9
643,1969.0,8.4,Many,95.0,1,1,9,9,9
644,2000.0,5.9,Few,85.0,1,4,2,2,9
645,2004.0,6.5,Few,60.0,1,6,8,9,9
646,2005.0,4.3,Few,96.0,7,4,8,1,9
647,1986.0,6.7,None,90.0,7,2,8,1,9
649,1995.0,6.1,None,89.0,4,4,8,1,10
650,2002.0,7.2,Many,81.0,1,5,2,2,9
651,1988.0,7.9,Several,146.0,1,0,9,9,9
652,2001.0,6.4,Several,118.0,1,6,8,1,9
653,2003.0,7.8,Many,30.0,1,2,6,1,9
654,1958.0,6.2,Several,384.0,1,8,7,1,9
655,2002.0,6.2,Few,105.0,1,4,1,1,9
656,2003.0,6.9,Many,50.0,1,0,3,0,9
657,2001.0,7.5,None,49.0,4,2,6,6,10
658,2004.0,9.2,Few,96.0,7,9,8,6,9
659,2003.0,4.1,Several,87.0,3,0,9,1,9
661,2000.0,8.2,Many,75.0,2,2,6,6,10
662,1999.0,6.7,None,25.0,7,6,8,1,10
663,2004.0,8.1,Many,140.0,2,2,6,1,10
664,2000.0,6.7,None,90.0,4,2,6,1,10
665,2002.0,6.4,Many,30.0,1,4,9,1,9
667,1959.0,9.0,Many,101.0,4,7,8,9,10
668,1932.0,6.9,Several,62.0,1,7,8,1,9
669,1985.0,7.0,Several,50.0,1,5,2,2,9
670,1999.0,3.5,None,123.0,7,6,8,1,10
671,1981.0,4.0,Several,114.0,1,8,7,1,9
672,1955.0,7.1,Many,86.0,1,4,8,1,9
673,1968.0,7.2,Many,30.0,1,7,5,5,9
674,1982.0,5.4,Several,122.0,1,1,0,1,9
675,1966.0,5.6,Several,180.0,1,4,8,1,9
676,2003.0,4.2,Few,35.0,7,0,8,1,9
677,2002.0,6.7,Many,187.0,2,8,8,1,10
679,2005.0,6.6,Few,220.0,7,2,8,1,9
680,2002.0,6.7,Several,91.0,1,4,9,9,9
681,1999.0,6.4,Few,100.0,1,0,3,0,9
682,1976.0,5.7,Several,93.0,1,4,8,1,9
683,1999.0,5.5,None,115.0,1,7,6,6,9
684,2003.0,5.4,Few,118.0,3,7,8,1,9
685,1998.0,5.8,None,127.0,1,0,3,0,9
686,2004.0,5.5,Few,93.0,3,5,1,1,9
687,1982.0,8.0,Many,84.0,4,4,7,1,10
688,1979.0,5.3,Few,90.0,1,0,9,1,9
689,1956.0,6.7,None,104.0,0,1,9,1,9
690,1998.0,7.4,Few,97.0,3,6,8,1,9
691,2004.0,6.7,None,124.0,7,2,8,1,9
692,2005.0,3.5,Several,224.0,7,8,8,1,9
693,1992.0,5.8,Several,129.0,3,1,8,1,9
694,2004.0,8.4,None,91.0,7,9,9,1,9
695,1982.0,7.4,Several,119.0,1,2,2,2,9
696,2000.0,1.9,Few,53.0,3,4,8,1,9
697,1973.0,7.8,Few,112.0,0,1,7,1,9
699,2004.0,6.1,Several,55.0,1,7,4,4,9
700,2003.0,6.6,None,90.0,1,6,8,1,9
701,1996.0,6.5,Few,60.0,1,7,8,1,9
702,2004.0,6.2,Few,96.0,1,6,8,1,9
703,1999.0,9.1,Several,111.0,7,6,9,3,9
704,1962.0,8.6,Many,110.0,1,0,6,6,9
705,1997.0,8.0,Several,95.0,4,2,9,9,10
706,1985.0,7.6,Few,60.0,2,5,7,1,10
707,1962.0,7.1,Several,94.0,1,0,7,1,9
708,1949.0,8.1,Many,93.0,1,10,7,1,9
709,2001.0,7.0,None,115.0,0,6,8,1,9
710,1996.0,4.5,Several,6.0,1,7,8,1,9
714,1999.0,7.4,Few,94.0,4,4,8,1,10
715,1985.0,8.6,None,54.0,7,9,8,1,9
716,1974.0,6.7,Few,60.0,1,7,8,1,9
717,1998.0,5.1,Few,100.0,1,7,8,1,9
718,1984.0,8.1,Many,60.0,1,2,6,6,9
719,2002.0,6.5,Several,93.0,1,7,9,7,9
720,1997.0,7.5,Many,82.0,4,2,6,6,10
721,1982.0,8.1,Few,21.0,2,7,7,1,10
722,1969.0,8.1,Many,87.0,4,2,8,1,10
723,1988.0,5.7,Few,91.0,3,1,7,1,9
724,2002.0,3.0,None,117.0,7,0,8,1,9
726,2003.0,8.2,Few,24.0,1,6,8,1,9
727,2002.0,8.3,None,134.0,7,6,8,1,9
728,1990.0,5.8,Several,90.0,3,0,8,1,9
729,1980.0,6.9,Many,105.0,1,4,8,1,9
730,1959.0,9.0,Many,114.0,4,7,8,9,10
733,1996.0,6.4,None,92.0,1,6,8,1,9
734,2004.0,8.7,Few,112.0,7,6,8,1,9
735,2001.0,7.1,Few,489.0,1,6,8,1,9
736,2004.0,5.9,Many,86.0,1,8,8,1,9
737,1992.0,6.5,None,92.0,1,7,4,4,9
738,1999.0,5.9,Many,78.0,1,4,8,1,9
739,1996.0,8.9,Few,90.0,7,9,7,1,9
740,2000.0,7.8,Few,97.0,7,6,7,1,9
741,2003.0,5.3,Few,85.0,1,0,6,1,9
742,1996.0,5.8,None,89.0,1,7,3,0,9
743,1999.0,6.8,None,86.0,0,6,9,9,9
745,1992.0,5.2,Few,91.0,1,7,8,1,9
746,2003.0,8.6,Several,108.0,7,6,7,1,9
747,2000.0,8.2,None,63.0,7,6,0,1,9
748,1977.0,8.0,Several,88.0,4,2,6,1,10
749,1989.0,8.7,Many,101.0,2,1,8,1,10
750,1999.0,6.7,Few,30.0,3,7,8,1,9
751,1999.0,4.6,None,160.0,7,6,8,1,10
752,2002.0,7.6,None,158.0,0,5,7,1,9
753,1999.0,4.1,Few,118.0,1,0,8,1,9
754,1994.0,5.0,Several,104.0,3,10,8,1,9
755,1990.0,6.9,Few,87.0,1,6,8,1,9
756,2004.0,7.8,Many,106.0,4,5,7,1,10
757,2004.0,7.5,Many,90.0,1,6,8,1,9
758,2005.0,3.3,None,120.0,0,2,9,9,10
759,1988.0,7.7,Few,117.0,4,2,6,6,10
760,2001.0,5.8,Several,91.0,1,4,4,4,9
761,2005.0,4.9,Few,90.0,3,4,8,1,9
762,1957.0,7.6,Few,112.0,4,4,8,1,10
763,2003.0,7.4,Several,114.0,1,1,0,9,9
764,2003.0,5.8,Few,24.0,1,7,5,5,9
765,2001.0,6.4,Several,883.0,7,2,8,1,9
766,2003.0,5.6,Few,118.0,1,1,8,1,9
767,1973.0,7.9,Many,109.0,1,4,5,5,9
768,1991.0,5.9,Several,56.0,1,0,8,1,9
769,2004.0,6.2,Few,85.0,1,4,9,9,9
770,1995.0,6.6,Few,30.0,4,2,8,1,10
771,1998.0,6.1,Several,132.0,1,10,2,2,9
772,2002.0,8.8,None,83.0,3,6,8,1,9
774,1991.0,7.4,Several,44.0,1,7,4,4,9
776,2000.0,8.4,None,116.0,3,6,7,1,9
777,2005.0,4.2,Many,24.0,7,8,8,1,9
779,1996.0,8.1,Many,92.0,1,7,7,1,9
780,1995.0,7.2,Few,44.0,1,7,8,1,9
781,1992.0,8.0,Several,47.0,1,4,9,9,9
782,1998.0,7.4,Several,91.0,3,6,8,1,9
783,2003.0,7.3,Many,240.0,1,7,9,9,9
784,2002.0,6.5,Few,85.0,1,6,8,1,9
786,2004.0,5.7,Several,50.0,2,10,8,1,10
787,2003.0,6.2,Several,92.0,1,7,2,2,9
788,1958.0,7.1,Several,94.0,1,4,7,1,9
789,1990.0,7.1,Many,86.0,1,0,8,1,9
790,2002.0,8.3,Several,85.0,7,4,8,1,9
791,2002.0,8.1,Many,119.0,1,7,6,6,9
792,1994.0,6.6,None,86.0,3,7,1,1,9
793,2001.0,7.1,Several,87.0,1,7,9,1,9
794,1970.0,7.5,Few,107.0,1,7,8,1,9
797,2004.0,6.3,None,90.0,7,10,9,1,9
798,1999.0,5.8,None,115.0,7,10,8,1,9
800,2003.0,7.3,Few,30.0,2,5,7,1,10
801,1980.0,7.3,None,90.0,1,6,8,1,9
802,1930.0,7.3,Many,50.0,1,4,2,2,9
803,2003.0,5.6,Many,51.0,1,4,8,1,9
805,1999.0,5.6,Few,122.0,1,2,6,6,6
806,2004.0,5.2,Few,101.0,1,0,6,6,9
809,1959.0,7.9,Many,25.0,1,4,6,6,9
810,1991.0,5.0,None,98.0,3,10,8,1,9
811,1988.0,6.2,None,51.0,1,4,3,0,9
813,1959.0,9.0,Many,92.0,4,7,8,9,10
814,1998.0,6.2,None,84.0,1,7,4,4,9
815,2004.0,6.1,Many,60.0,1,4,8,1,9
816,1994.0,5.9,Many,90.0,1,4,0,1,9
817,1967.0,6.6,Several,201.0,1,2,8,1,9
818,1982.0,7.7,None,108.0,1,6,2,1,9
819,1999.0,8.2,None,76.0,1,6,8,9,9
820,2002.0,6.0,Few,660.0,3,7,8,1,9
822,1979.0,6.7,None,30.0,4,7,7,1,10
823,1998.0,7.1,Several,92.0,1,4,9,9,9
824,1999.0,5.1,None,71.0,1,0,6,6,9
825,2000.0,6.7,Few,113.0,1,7,2,2,9
826,2003.0,6.9,None,30.0,1,10,8,1,9
827,1993.0,5.5,Several,157.0,1,4,7,1,9
828,1998.0,6.0,Few,101.0,3,5,8,1,9
829,1961.0,7.3,Several,105.0,1,7,8,1,9
830,1990.0,6.7,Few,97.0,1,0,6,6,9
831,1998.0,2.8,Few,84.0,7,8,8,1,9
832,1998.0,5.1,None,130.0,0,6,9,9,10
833,1978.0,7.8,Few,70.0,4,2,6,6,10
834,1943.0,7.5,Several,25.0,1,7,8,1,9
835,1999.0,6.9,Few,30.0,1,0,3,0,9
836,2000.0,7.4,Few,28.0,1,6,9,2,9
837,2002.0,6.3,None,60.0,3,7,8,1,9
838,1984.0,8.2,Several,90.0,3,6,7,1,9
839,1986.0,8.0,Several,82.0,4,10,9,9,10
840,2002.0,3.0,Few,60.0,7,8,8,1,9
841,2000.0,6.3,None,95.0,7,2,6,6,9
842,2005.0,3.6,Several,98.0,3,10,8,1,9
843,2001.0,8.2,None,33.0,7,6,8,1,9
844,1981.0,7.1,Many,26.0,1,10,7,1,9
845,1998.0,8.9,Several,115.0,2,6,7,1,10
846,1986.0,6.6,None,102.0,1,0,6,6,9
847,1999.0,7.4,Many,106.0,1,7,2,2,9
848,1986.0,6.4,Few,32.0,1,0,3,7,9
849,1990.0,3.3,Few,90.0,1,6,8,1,9
850,1998.0,5.5,Few,94.0,1,5,7,1,9
851,2000.0,5.8,Few,106.0,3,10,8,1,9
852,2001.0,8.1,Few,22.0,7,10,1,9,9
853,1977.0,5.3,Several,102.0,1,0,3,7,9
854,2003.0,7.2,None,38.0,7,6,8,1,10
855,1938.0,7.8,Many,85.0,1,5,2,2,9
856,1994.0,7.7,Many,150.0,1,3,5,5,9
857,2001.0,6.4,None,100.0,7,7,2,2,9
858,2005.0,7.3,Few,119.0,1,6,8,1,9
859,2000.0,6.8,Few,85.0,1,4,3,0,9
860,2001.0,6.6,None,103.0,4,7,8,1,10
861,1993.0,7.5,Few,89.0,2,2,6,6,10
862,2003.0,5.2,Few,100.0,1,7,4,4,9
863,1983.0,7.6,Several,108.0,1,7,7,1,9
864,2002.0,6.0,Several,87.0,1,5,8,1,9
865,1998.0,6.5,Several,99.0,1,3,7,1,9
867,1994.0,5.3,Few,151.0,1,7,7,1,9
868,2004.0,5.2,None,94.0,7,10,8,1,10
869,1989.0,7.0,Several,100.0,1,7,9,3,9
870,1994.0,7.1,Many,150.0,1,4,7,1,9
871,2001.0,5.8,Several,5.0,3,10,8,1,9
872,2004.0,6.6,Many,93.0,1,7,2,2,9
873,2002.0,7.9,Many,104.0,1,7,9,8,9
874,2002.0,7.7,Many,79.0,1,7,9,1,9
875,2004.0,8.5,Many,100.0,4,2,6,6,10
876,1983.0,8.1,Several,64.0,2,7,8,1,10
877,2002.0,7.1,Few,93.0,7,4,8,1,9
878,1999.0,6.1,Few,97.0,1,0,3,0,9
879,2003.0,7.9,None,105.0,7,6,8,1,9
882,2001.0,6.0,Few,60.0,1,4,3,0,9
883,1985.0,6.1,Several,123.0,4,2,1,9,10
884,2004.0,6.6,Many,87.0,1,7,7,1,9
885,1991.0,8.0,Few,25.0,4,2,7,1,10
886,2002.0,7.5,None,80.0,1,9,8,1,9
887,2003.0,8.0,None,25.0,7,6,8,1,9
888,1987.0,8.6,Many,113.0,4,0,8,1,10
890,2003.0,7.5,Many,24.0,1,0,6,6,9
891,1981.0,5.6,Many,30.0,1,8,7,1,9
892,2003.0,7.3,None,97.0,4,2,6,6,10
893,2001.0,5.2,None,84.0,7,6,8,1,10
894,1989.0,6.2,Few,86.0,3,8,8,1,9
895,1994.0,8.1,Many,100.0,1,0,4,4,9
896,1997.0,8.2,Many,94.0,4,0,8,9,10
897,2005.0,7.2,None,98.0,7,2,8,1,9
898,1992.0,8.2,Few,90.0,7,6,8,1,9
899,2004.0,8.0,Few,104.0,2,6,8,1,10
900,2001.0,5.6,Few,111.0,1,7,9,9,9
901,2004.0,8.0,None,65.0,7,6,8,1,10
902,1997.0,7.1,Few,90.0,1,6,1,1,9
903,1990.0,5.0,None,104.0,7,2,6,6,9
904,1998.0,5.3,Few,158.0,1,0,3,0,9
905,1998.0,6.7,Several,94.0,3,0,8,1,9
906,1981.0,6.2,Many,167.0,1,8,5,5,9
907,2002.0,8.0,None,110.0,7,1,0,1,9
908,1998.0,7.0,Several,89.0,1,7,9,1,9
909,1987.0,6.8,Few,79.0,1,7,1,1,9
910,2001.0,5.2,Several,99.0,7,4,8,1,9
912,2000.0,7.0,None,75.0,7,6,8,1,9
913,2001.0,6.9,None,76.0,4,2,6,1,10
914,1987.0,7.2,None,81.0,7,9,8,1,9
915,2000.0,5.8,Several,52.0,3,3,8,1,9
917,1992.0,8.3,Many,150.0,4,4,8,1,10
918,1995.0,8.4,None,80.0,7,6,7,1,2
919,2004.0,7.6,Many,287.0,4,7,1,1,10
920,1959.0,9.0,Many,175.0,4,7,8,9,10
921,1973.0,2.5,None,60.0,4,9,9,9,10
922,1951.0,7.0,Several,112.0,1,7,7,1,9
923,1984.0,7.4,Several,110.0,1,4,2,2,9
924,2004.0,6.4,None,80.0,1,9,8,1,9
925,1954.0,5.0,Few,71.0,1,8,7,1,9
926,2002.0,7.1,Few,100.0,4,2,6,6,10
928,1959.0,9.0,Many,110.0,4,7,8,9,10
929,1995.0,7.5,Many,90.0,3,3,8,1,9
930,2002.0,5.6,Several,180.0,1,4,2,2,9
931,2003.0,7.1,None,127.0,0,6,8,1,9
932,2001.0,6.8,Several,91.0,1,4,2,2,9
933,1996.0,7.5,Few,76.0,7,2,8,1,9
934,2004.0,8.2,None,60.0,3,6,8,1,10
935,2004.0,8.2,None,89.0,7,6,8,9,9
936,2003.0,8.9,Many,105.0,1,0,9,1,9
937,1986.0,5.6,Several,85.0,1,7,7,1,9
938,2003.0,6.3,None,207.0,3,6,8,1,9
939,2004.0,7.1,None,117.0,7,6,8,1,9
941,2003.0,7.9,None,99.0,0,6,8,1,9
942,2004.0,7.8,Many,86.0,1,4,7,1,9
944,1977.0,5.7,Many,42.0,1,1,8,1,9
945,2003.0,5.2,Few,87.0,7,8,8,1,9
946,1995.0,7.6,Many,101.0,1,2,6,6,9
947,2000.0,7.2,Few,137.0,7,2,8,9,9
948,1980.0,7.1,Few,157.0,1,0,4,4,9
949,1999.0,6.4,Many,65.0,1,5,7,1,9
950,1987.0,7.3,Many,181.0,1,0,3,7,9
951,1988.0,6.0,Few,102.0,1,7,7,1,9
953,2002.0,7.6,Few,98.0,7,6,8,1,9
954,2002.0,6.9,Several,104.0,1,7,9,8,9
955,1999.0,4.4,Few,105.0,1,2,9,9,9
956,2001.0,6.3,None,100.0,4,2,6,6,10
957,2000.0,6.7,None,88.0,4,2,6,9,10
958,1988.0,7.3,Many,175.0,4,2,8,1,10
959,2001.0,8.5,None,95.0,4,6,2,2,10
960,1963.0,8.6,Few,206.0,4,4,8,1,10
961,2002.0,4.3,Several,177.0,1,8,1,1,9
962,1994.0,6.3,Many,138.0,1,4,8,1,9
964,1993.0,7.0,Several,140.0,1,0,9,0,9
965,2001.0,6.8,Many,91.0,1,4,7,1,9
966,1999.0,7.6,Many,51.0,1,10,7,1,9
967,1973.0,8.1,Few,30.0,0,1,7,1,9
968,2000.0,6.4,None,93.0,1,10,6,1,10
969,2000.0,6.7,Many,134.0,1,7,8,1,9
970,1970.0,6.3,Several,24.0,1,6,9,3,9
971,2002.0,7.7,Few,104.0,1,6,8,1,9
972,1994.0,5.7,Few,30.0,1,7,7,9,9
973,2003.0,7.3,Few,150.0,7,2,8,1,9
974,2004.0,6.6,Several,97.0,3,10,7,1,9
975,1985.0,4.5,Few,92.0,3,8,8,1,9
976,2005.0,4.9,Few,101.0,1,0,3,0,9
977,1996.0,7.7,Few,50.0,0,2,8,1,9
979,1997.0,5.7,None,97.0,1,1,9,1,9
981,1965.0,5.5,Few,100.0,1,8,7,1,9
982,2003.0,7.2,Several,106.0,3,3,7,1,9
983,1990.0,6.2,Few,120.0,3,7,8,1,9
984,2001.0,7.3,None,72.0,1,6,2,2,9
985,1989.0,8.0,Few,50.0,1,6,9,9,9
986,1997.0,6.2,Several,93.0,1,4,3,0,9
987,2005.0,7.8,Few,100.0,1,6,8,1,9
988,1960.0,7.6,Many,168.0,1,7,7,1,9
989,2001.0,5.0,Few,25.0,3,7,8,1,9
990,2002.0,6.8,Several,106.0,1,6,7,1,9
991,1986.0,5.7,Many,60.0,1,7,7,1,9
992,2000.0,3.5,Many,45.0,1,4,1,1,9
993,2002.0,7.5,None,100.0,7,10,8,1,10
994,2004.0,5.5,Several,22.0,1,0,4,4,9
995,1999.0,7.5,Many,90.0,1,7,7,1,9
996,1999.0,6.0,Few,124.0,1,3,9,3,9
997,2002.0,8.3,None,178.0,7,9,8,1,9
999,1997.0,3.5,Many,186.0,1,4,7,1,9
1001,2002.0,7.0,None,60.0,7,2,8,1,9
1002,1994.0,5.6,None,100.0,1,5,9,9,9
1004,1988.0,5.9,Many,30.0,1,4,7,1,9
1005,2001.0,6.0,Few,99.0,1,4,9,1,9
1006,1976.0,6.2,Few,30.0,1,7,7,1,9
1008,1957.0,7.3,Several,45.0,1,7,6,6,0
1009,1974.0,7.5,Many,89.0,4,7,9,9,10
1011,2000.0,6.9,Several,26.0,1,7,1,2,9
1012,2000.0,7.3,Few,89.0,4,2,6,1,10
1013,1983.0,7.1,Few,106.0,1,4,9,8,9
1014,1999.0,7.2,None,92.0,4,2,6,1,10
1015,2000.0,7.1,Several,23.0,1,7,7,1,9
1016,1999.0,5.2,None,30.0,1,4,8,1,9
1017,2002.0,7.4,Few,83.0,4,2,6,1,10
1018,2003.0,6.2,Several,46.0,4,2,6,6,10
1019,2002.0,7.2,Many,130.0,3,5,8,1,9
1020,2004.0,7.6,Several,100.0,1,6,8,9,9
1021,2001.0,7.1,Several,81.0,1,7,3,7,9
1022,2004.0,7.2,Many,95.0,1,6,8,1,9
1023,1996.0,5.4,None,97.0,3,1,1,1,9
1024,2000.0,7.6,Many,102.0,1,4,9,9,9
1025,2000.0,4.6,Few,95.0,1,4,8,1,9
1026,1993.0,7.4,Many,90.0,1,7,9,9,9
1027,2004.0,7.7,None,105.0,7,9,8,1,9
1028,2004.0,6.7,Few,85.0,4,2,6,6,10
1029,1927.0,7.6,Several,100.0,1,6,9,9,9
1030,1959.0,7.7,Several,104.0,4,2,8,1,10
1031,1981.0,7.3,Many,780.0,1,1,2,2,9
1032,2002.0,9.3,None,544.0,7,9,8,1,9
1033,2002.0,5.0,Several,93.0,1,4,4,4,9
1034,1976.0,7.0,Several,90.0,1,7,9,3,8
1035,1970.0,7.2,Few,180.0,1,7,4,4,9
1036,1956.0,8.4,Many,89.0,1,7,4,9,9
1037,2001.0,5.4,Few,152.0,3,10,8,1,9
1038,2001.0,6.4,Few,160.0,7,6,8,1,9
1039,1998.0,7.5,Several,91.0,1,6,7,1,9
1041,1998.0,5.8,Many,94.0,7,10,8,1,9
1043,1995.0,8.4,None,60.0,0,5,7,1,9
1044,1994.0,7.4,None,185.0,1,9,8,9,10
1045,1997.0,8.6,None,94.0,3,6,8,1,9
1047,2004.0,4.2,Few,94.0,1,7,4,4,9
1048,2004.0,6.9,Many,330.0,1,3,7,1,9
1049,2000.0,6.3,Few,128.0,1,6,8,1,9
1050,1974.0,7.7,Several,177.0,1,1,9,9,9
1051,2001.0,5.7,Few,75.0,1,4,4,4,9
1052,1960.0,7.1,Many,66.0,1,0,7,1,9
1053,2004.0,8.5,Few,45.0,3,6,8,1,9
1054,2000.0,7.2,Several,207.0,1,7,9,9,9
1055,2004.0,7.8,None,50.0,1,6,8,1,9
1056,2004.0,8.1,Few,102.0,1,6,7,9,9
1057,1998.0,5.7,Several,44.0,7,2,8,1,9
1060,2000.0,6.6,Many,50.0,1,0,8,1,9
1061,1997.0,8.0,None,30.0,3,6,8,1,10
1062,2000.0,7.3,Many,98.0,2,7,1,1,10
1063,2000.0,8.0,Many,62.0,4,2,8,1,10
1064,2003.0,7.2,None,100.0,2,0,9,7,10
1065,1993.0,6.2,Few,112.0,1,0,3,0,9
1066,1975.0,6.2,Few,135.0,1,3,6,6,9
1067,1974.0,7.5,Many,110.0,4,7,9,9,10
1069,1972.0,5.7,Several,94.0,1,0,6,6,9
1070,1992.0,7.1,Many,51.0,1,7,9,8,9
1071,2002.0,6.5,Few,82.0,3,7,8,1,9
1072,1964.0,7.1,Few,25.0,1,4,9,9,9
1073,2003.0,6.5,None,95.0,3,6,8,1,9
1074,1991.0,8.4,Many,629.0,2,5,7,1,10
1075,1975.0,6.3,Several,55.0,1,4,7,1,9
1076,2002.0,7.6,None,82.0,1,6,8,1,9
1077,1964.0,8.0,Many,90.0,1,0,5,5,9
1078,1967.0,5.3,Several,52.0,1,1,6,6,9
1080,1991.0,6.3,None,90.0,2,2,6,6,10
1082,1993.0,4.2,Many,4.0,1,10,8,1,9
1083,2004.0,2.8,Several,99.0,7,0,8,1,9
1084,1995.0,7.9,Several,117.0,0,0,7,1,7
1085,1957.0,7.3,Several,96.0,1,7,6,6,0
1086,2000.0,3.9,None,93.0,1,7,8,1,9
1087,1999.0,7.8,Many,26.0,1,3,8,1,9
1089,1991.0,7.3,Many,108.0,1,7,4,4,9
1090,1988.0,6.1,Few,78.0,1,1,7,1,9
1091,1999.0,6.8,None,99.0,7,6,7,1,9
1092,2001.0,7.4,None,92.0,0,6,8,1,9
1095,2002.0,4.6,None,102.0,1,7,8,1,9
1096,1999.0,7.6,Several,106.0,1,7,9,8,9
1097,1995.0,5.6,None,112.0,1,7,3,0,9
1099,1992.0,5.1,Few,93.0,1,0,8,1,9
1100,1995.0,5.2,Several,85.0,3,0,7,1,9
1101,1998.0,7.7,Few,71.0,2,7,8,1,10
1102,1999.0,7.2,Many,56.0,3,3,8,1,9
1103,1994.0,7.5,Many,103.0,1,4,4,4,9
1104,2004.0,7.7,None,100.0,7,6,9,1,9
1105,1998.0,7.6,Many,106.0,1,4,4,4,9
1106,1965.0,7.0,Many,125.0,1,1,7,1,9
1108,2005.0,6.5,Many,175.0,1,4,4,4,9
1109,2001.0,3.9,Few,47.0,1,5,1,1,9
1110,1959.0,9.0,Many,131.0,4,7,8,9,10
1111,2003.0,4.4,Few,110.0,7,7,8,1,9
1112,1967.0,8.3,None,65.0,0,4,9,1,9
1113,2004.0,5.6,Few,96.0,1,0,3,0,9
1114,2002.0,7.0,None,94.0,7,2,8,1,9
1115,1992.0,7.0,Few,120.0,7,2,6,6,9
1116,1998.0,8.3,Many,95.0,4,2,6,9,10
1117,1984.0,6.8,Many,151.0,1,5,9,1,9
1118,1995.0,7.6,None,70.0,4,2,9,9,10
1119,2005.0,7.6,None,97.0,7,6,8,9,9
1120,2002.0,7.4,Many,88.0,1,5,2,2,9
1121,1993.0,7.5,Few,100.0,0,4,8,1,9
1122,2001.0,6.8,Few,125.0,3,3,8,1,9
1123,1999.0,4.4,None,22.0,7,10,8,1,9
1124,2002.0,6.9,None,104.0,0,6,9,1,9
1125,2005.0,4.5,Several,157.0,7,4,8,9,9
1126,1942.0,7.3,Few,22.0,1,2,8,1,9
1127,1996.0,6.2,Several,85.0,1,2,6,6,9
1128,2001.0,7.6,Many,75.0,1,7,9,8,9
1129,1967.0,7.7,Many,125.0,1,4,2,2,9
1130,1999.0,6.5,None,97.0,1,6,8,1,9
1133,1978.0,6.1,Many,82.0,1,0,3,1,9
1134,1967.0,6.9,Few,100.0,1,10,4,4,9
1135,2003.0,6.6,None,119.0,4,2,6,6,10
1136,1997.0,6.9,None,45.0,1,6,8,1,9
1138,2005.0,7.7,None,96.0,7,10,8,1,9
1139,1959.0,7.5,Many,158.0,1,7,9,9,9
1140,1996.0,7.1,Many,94.0,4,4,8,1,10
